ruleId,ruleIndex,message_text,uri,uriBaseId,index,startLine,startColumn,endColumn
py/bind-socket-all-network-interfaces,1,'' binds a socket to all interfaces.,tensorflow/contrib/opt/python/training/variable_clipping_optimizer_test.py,%SRCROOT%,0,42,7,22
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/cli/curses_ui_test.py,%SRCROOT%,1,88,27,44
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/cli/curses_ui_test.py,%SRCROOT%,1,1223,19,36
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/cli/curses_ui_test.py,%SRCROOT%,1,1260,19,36
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/lib/debug_data_test.py,%SRCROOT%,2,193,23,40
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/lib/debug_data_test.py,%SRCROOT%,2,202,31,48
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/cli/debugger_cli_common_test.py,%SRCROOT%,3,253,17,34
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/cli/debugger_cli_common_test.py,%SRCROOT%,3,925,31,48
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/wrappers/local_cli_wrapper.py,%SRCROOT%,4,76,25,66
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/wrappers/local_cli_wrapper_test.py,%SRCROOT%,5,103,21,38
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/cli/readline_ui_test.py,%SRCROOT%,6,149,19,36
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/lib/source_utils_test.py,%SRCROOT%,7,223,29,46
py/tarslip,35,"This file extraction depends on a [potentially untrusted source](1).
This file extraction depends on a [potentially untrusted source](1).",tensorflow/contrib/keras/python/keras/utils/data_utils.py,%SRCROOT%,8,112,11,18
py/tarslip,35,This file extraction depends on a [potentially untrusted source](1).,tensorflow/examples/image_retraining/retrain.py,%SRCROOT%,9,305,3,33
py/tarslip,35,This file extraction depends on a [potentially untrusted source](1).,tensorflow/contrib/learn/python/learn/datasets/text_datasets.py,%SRCROOT%,10,41,5,10
