ruleId,ruleIndex,message_text,uri,uriBaseId,index,startLine,startColumn,endColumn
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/compiler/mlir/tensorflow/tests/tf_saved_model/common.py,%SRCROOT%,0,82,25,63
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/compiler/mlir/tensorflow/tests/tf_saved_model/common_v1.py,%SRCROOT%,1,71,25,63
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/cli/curses_ui_test.py,%SRCROOT%,2,94,27,44
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/cli/curses_ui_test.py,%SRCROOT%,2,1223,19,36
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/cli/curses_ui_test.py,%SRCROOT%,2,1260,19,36
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/lib/debug_data_test.py,%SRCROOT%,3,154,23,40
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/lib/debug_data_test.py,%SRCROOT%,3,186,31,48
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/examples/v1/debug_errors.py,%SRCROOT%,4,48,9,41
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/examples/v1/debug_keras.py,%SRCROOT%,5,48,9,41
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/examples/v1/debug_mnist_v1.py,%SRCROOT%,6,218,9,41
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/examples/v1/debug_tflearn_iris.py,%SRCROOT%,7,66,9,41
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/cli/debugger_cli_common_test.py,%SRCROOT%,8,256,17,34
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/cli/debugger_cli_common_test.py,%SRCROOT%,8,933,31,48
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/keras/distribute/keras_utils_test.py,%SRCROOT%,9,532,24,46
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/keras/distribute/keras_utils_test.py,%SRCROOT%,9,568,24,41
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/saved_model/load_test.py,%SRCROOT%,10,197,16,59
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/wrappers/local_cli_wrapper.py,%SRCROOT%,11,87,25,66
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/wrappers/local_cli_wrapper_test.py,%SRCROOT%,12,142,21,38
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/kernel_tests/logging_ops_test.py,%SRCROOT%,13,311,20,52
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/cli/readline_ui_test.py,%SRCROOT%,14,40,54,71
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/cli/readline_ui_test.py,%SRCROOT%,14,171,19,36
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/debug/lib/source_utils_test.py,%SRCROOT%,15,225,29,46
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/python/framework/test_util.py,%SRCROOT%,16,1918,21,61
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/lite/schema/upgrade_schema_test.py,%SRCROOT%,17,257,20,51
py/insecure-temporary-file,24,Call to deprecated function tempfile.mktemp may be insecure.,tensorflow/lite/schema/upgrade_schema_test.py,%SRCROOT%,17,263,25,55
py/tarslip,35,"This file extraction depends on a [potentially untrusted source](1).
This file extraction depends on a [potentially untrusted source](1).",tensorflow/python/keras/utils/data_utils.py,%SRCROOT%,18,151,11,18
py/tarslip,35,This file extraction depends on a [potentially untrusted source](1).,tensorflow/examples/speech_commands/input_data.py,%SRCROOT%,19,245,7,37
py/overly-permissive-file,40,Overly permissive mask in chmod sets file to world writable.,tensorflow/python/lib/io/file_io_test.py,%SRCROOT%,20,610,5,33
